"zemja1","zemja2","godina","vecher","poeni"
"Bulgaria","Turkey",2006,"F",4
"Croatia","Turkey",2006,"F",0
"Cyprus","Turkey",2006,"F",12
"Denmark","Turkey",2006,"F",0
"Estonia","Turkey",2006,"F",0
"Finland","Turkey",2006,"F",0
"France","Turkey",2006,"F",12
"Germany","Turkey",2006,"F",12
"Greece","Turkey",2006,"F",3
"Iceland","Turkey",2006,"F",0
"Ireland","Turkey",2006,"F",0
"Israel","Turkey",2006,"F",1
"Latvia","Turkey",2006,"F",0
"Lithuania","Turkey",2006,"F",0
"Macedonia","Turkey",2006,"F",4
"Malta","Turkey",2006,"F",0
"Moldova","Turkey",2006,"F",0
"Monaco","Turkey",2006,"F",0
"Netherlands","Turkey",2006,"F",0
"Norway","Turkey",2006,"F",0
"Poland","Turkey",2006,"F",0
"Portugal","Turkey",2006,"F",0
"Romania","Turkey",2006,"F",6
"Russia","Turkey",2006,"F",0
"Serbia and Montenegro","Turkey",2006,"F",0
"Slovenia","Turkey",2006,"F",0
"Spain","Turkey",2006,"F",0
"Sweden","Turkey",2006,"F",0
"Switzerland","Turkey",2006,"F",10
"Ukraine","Turkey",2006,"F",0
"United Kingdom","Turkey",2006,"F",3
"Albania","Armenia",2006,"F",0
"Andorra","Armenia",2006,"F",0
"Belarus","Armenia",2006,"F",8
"Belgium","Armenia",2006,"F",12
"Bosnia and Herzegovina","Armenia",2006,"F",0
"Bulgaria","Armenia",2006,"F",8
"Croatia","Armenia",2006,"F",0
"Cyprus","Armenia",2006,"F",10
"Denmark","Armenia",2006,"F",0
"Estonia","Armenia",2006,"F",0
"Finland","Armenia",2006,"F",0
"France","Armenia",2006,"F",10
"Germany","Armenia",2006,"F",3
"Greece","Armenia",2006,"F",10
"Iceland","Armenia",2006,"F",0
"Ireland","Armenia",2006,"F",0
"Israel","Armenia",2006,"F",8
"Latvia","Armenia",2006,"F",0
"Lithuania","Armenia",2006,"F",2
"Macedonia","Armenia",2006,"F",0
"Malta","Armenia",2006,"F",0
"Moldova","Armenia",2006,"F",7
"Monaco","Armenia",2006,"F",0
"Netherlands","Armenia",2006,"F",7
"Norway","Armenia",2006,"F",0
"Poland","Armenia",2006,"F",5
"Portugal","Armenia",2006,"F",0
"Romania","Armenia",2006,"F",1
"Russia","Armenia",2006,"F",12
"Serbia and Montenegro","Armenia",2006,"F",0
"Slovenia","Armenia",2006,"F",0
"Spain","Armenia",2006,"F",8
"Sweden","Armenia",2006,"F",0
"Switzerland","Armenia",2006,"F",0
"Turkey","Armenia",2006,"F",10
"Ukraine","Armenia",2006,"F",8
"United Kingdom","Armenia",2006,"F",0
"Albania","Hungary",2005,"F",0
"Andorra","Hungary",2005,"F",6
"Austria","Hungary",2005,"F",0
"Belarus","Hungary",2005,"F",2
"Belgium","Hungary",2005,"F",2
"Bosnia and Herzegovina","Hungary",2005,"F",1
"Bulgaria","Hungary",2005,"F",5
"Croatia","Hungary",2005,"F",6
"Cyprus","Hungary",2005,"F",7
"Denmark","Hungary",2005,"F",0
"Estonia","Hungary",2005,"F",3
"Finland","Hungary",2005,"F",0
"France","Hungary",2005,"F",3
"Germany","Hungary",2005,"F",0
"Greece","Hungary",2005,"F",2
"Iceland","Hungary",2005,"F",6
"Ireland","Hungary",2005,"F",0
"Israel","Hungary",2005,"F",8
"Latvia","Hungary",2005,"F",3
"Lithuania","Hungary",2005,"F",0
"Macedonia","Hungary",2005,"F",1
"Malta","Hungary",2005,"F",0
"Moldova","Hungary",2005,"F",0
"Monaco","Hungary",2005,"F",0
"Netherlands","Hungary",2005,"F",0
"Norway","Hungary",2005,"F",0
"Poland","Hungary",2005,"F",10
"Portugal","Hungary",2005,"F",2
"Romania","Hungary",2005,"F",8
"Russia","Hungary",2005,"F",3
"Serbia and Montenegro","Hungary",2005,"F",6
"Slovenia","Hungary",2005,"F",0
"Spain","Hungary",2005,"F",5
"Sweden","Hungary",2005,"F",0
"Switzerland","Hungary",2005,"F",0
"Turkey","Hungary",2005,"F",6
"Ukraine","Hungary",2005,"F",2
"United Kingdom","Hungary",2005,"F",0
"Albania","United Kingdom",2005,"F",0
"Andorra","United Kingdom",2005,"F",0
"Austria","United Kingdom",2005,"F",0
"Belarus","United Kingdom",2005,"F",0
"Belgium","United Kingdom",2005,"F",0
"Bosnia and Herzegovina","United Kingdom",2005,"F",0
"Bulgaria","United Kingdom",2005,"F",0
"Croatia","United Kingdom",2005,"F",0
"Cyprus","United Kingdom",2005,"F",5
"Denmark","United Kingdom",2005,"F",0
"Estonia","United Kingdom",2005,"F",0
"Finland","United Kingdom",2005,"F",0
"France","United Kingdom",2005,"F",0
"Germany","United Kingdom",2005,"F",0
"Greece","United Kingdom",2005,"F",0
"Hungary","United Kingdom",2005,"F",0
"Iceland","United Kingdom",2005,"F",0
"Ireland","United Kingdom",2005,"F",8
"Israel","United Kingdom",2005,"F",0
"Latvia","United Kingdom",2005,"F",0
"Lithuania","United Kingdom",2005,"F",0
"Macedonia","United Kingdom",2005,"F",0
"Malta","United Kingdom",2005,"F",4
"Moldova","United Kingdom",2005,"F",0
"Monaco","United Kingdom",2005,"F",0
"Netherlands","United Kingdom",2005,"F",0
"Norway","United Kingdom",2005,"F",0
"Poland","United Kingdom",2005,"F",0
"Portugal","United Kingdom",2005,"F",0
"Romania","United Kingdom",2005,"F",0
"Russia","United Kingdom",2005,"F",0
"Serbia and Montenegro","United Kingdom",2005,"F",0
"Slovenia","United Kingdom",2005,"F",0
"Spain","United Kingdom",2005,"F",0
"Sweden","United Kingdom",2005,"F",0
"Switzerland","United Kingdom",2005,"F",0
"Turkey","United Kingdom",2005,"F",1
"Ukraine","United Kingdom",2005,"F",0
"Albania","Malta",2005,"F",4
"Andorra","Malta",2005,"F",0
"Austria","Malta",2005,"F",5
"Belarus","Malta",2005,"F",5
"Belgium","Malta",2005,"F",8
"Bosnia and Herzegovina","Malta",2005,"F",0
"Bulgaria","Malta",2005,"F",0
"Croatia","Malta",2005,"F",4
"Cyprus","Malta",2005,"F",6
"Denmark","Malta",2005,"F",10
"Estonia","Malta",2005,"F",4
"Finland","Malta",2005,"F",8
"France","Malta",2005,"F",7
"Germany","Malta",2005,"F",8
"Greece","Malta",2005,"F",8
"Hungary","Malta",2005,"F",5
"Iceland","Malta",2005,"F",4
"Ireland","Malta",2005,"F",10
"Israel","Malta",2005,"F",10
"Latvia","Malta",2005,"F",5
"Lithuania","Malta",2005,"F",2
"Macedonia","Malta",2005,"F",0
"Moldova","Malta",2005,"F",0
"Monaco","Malta",2005,"F",5
"Netherlands","Malta",2005,"F",5
"Norway","Malta",2005,"F",10
"Poland","Malta",2005,"F",0
"Portugal","Malta",2005,"F",0
"Romania","Malta",2005,"F",2
"Russia","Malta",2005,"F",12
"Serbia and Montenegro","Malta",2005,"F",0
"Slovenia","Malta",2005,"F",1
"Spain","Malta",2005,"F",7
"Sweden","Malta",2005,"F",6
"Switzerland","Malta",2005,"F",3
"Turkey","Malta",2005,"F",8
"Ukraine","Malta",2005,"F",10
"United Kingdom","Malta",2005,"F",10
"Albania","Romania",2005,"F",5
"Andorra","Romania",2005,"F",7
"Austria","Romania",2005,"F",6
"Belarus","Romania",2005,"F",1
"Belgium","Romania",2005,"F",7
"Bosnia and Herzegovina","Romania",2005,"F",2
"Bulgaria","Romania",2005,"F",8
"Croatia","Romania",2005,"F",0
"Cyprus","Romania",2005,"F",8
"Denmark","Romania",2005,"F",3
"Estonia","Romania",2005,"F",0
"Finland","Romania",2005,"F",0
"France","Romania",2005,"F",5
"Germany","Romania",2005,"F",0
"Greece","Romania",2005,"F",5
"Hungary","Romania",2005,"F",10
"Iceland","Romania",2005,"F",5
"Ireland","Romania",2005,"F",5
"Israel","Romania",2005,"F",12
"Latvia","Romania",2005,"F",0
"Lithuania","Romania",2005,"F",0
"Macedonia","Romania",2005,"F",2
"Malta","Romania",2005,"F",7
"Moldova","Romania",2005,"F",7
"Monaco","Romania",2005,"F",4
"Netherlands","Romania",2005,"F",3
"Norway","Romania",2005,"F",6
"Poland","Romania",2005,"F",7
"Portugal","Romania",2005,"F",12
"Russia","Romania",2005,"F",0
"Serbia and Montenegro","Romania",2005,"F",3
"Slovenia","Romania",2005,"F",0
"Spain","Romania",2005,"F",12
"Sweden","Romania",2005,"F",2
"Switzerland","Romania",2005,"F",0
"Turkey","Romania",2005,"F",4
"Ukraine","Romania",2005,"F",0
"United Kingdom","Romania",2005,"F",0
"Albania","Norway",2005,"F",0
"Andorra","Norway",2005,"F",2
"Austria","Norway",2005,"F",0
"Belarus","Norway",2005,"F",4
"Belgium","Norway",2005,"F",3
"Bosnia and Herzegovina","Norway",2005,"F",3
"Bulgaria","Norway",2005,"F",1
"Croatia","Norway",2005,"F",0
"Cyprus","Norway",2005,"F",3
"Denmark","Norway",2005,"F",12
"Estonia","Norway",2005,"F",8
"Finland","Norway",2005,"F",12
"France","Norway",2005,"F",0
"Germany","Norway",2005,"F",0
"Greece","Norway",2005,"F",4
"Hungary","Norway",2005,"F",0
"Iceland","Norway",2005,"F",12
"Ireland","Norway",2005,"F",4
"Israel","Norway",2005,"F",1
"Latvia","Norway",2005,"F",6
"Lithuania","Norway",2005,"F",5
"Macedonia","Norway",2005,"F",0
"Malta","Norway",2005,"F",5
"Moldova","Norway",2005,"F",3
"Monaco","Norway",2005,"F",0
"Netherlands","Norway",2005,"F",1
"Poland","Norway",2005,"F",8
"Portugal","Norway",2005,"F",0
"Romania","Norway",2005,"F",0
"Russia","Norway",2005,"F",0
"Serbia and Montenegro","Norway",2005,"F",2
"Slovenia","Norway",2005,"F",4
"Spain","Norway",2005,"F",3
"Sweden","Norway",2005,"F",8
"Switzerland","Norway",2005,"F",0
"Turkey","Norway",2005,"F",0
"Ukraine","Norway",2005,"F",6
"United Kingdom","Norway",2005,"F",5
"Albania","Turkey",2005,"F",8
"Andorra","Turkey",2005,"F",0
"Austria","Turkey",2005,"F",7
"Belarus","Turkey",2005,"F",0
"Belgium","Turkey",2005,"F",10
"Bosnia and Herzegovina","Turkey",2005,"F",8
"Bulgaria","Turkey",2005,"F",3
"Croatia","Turkey",2005,"F",0
"Cyprus","Turkey",2005,"F",0
"Denmark","Turkey",2005,"F",8
"Estonia","Turkey",2005,"F",0
"Finland","Turkey",2005,"F",0
"France","Turkey",2005,"F",12
"Germany","Turkey",2005,"F",10
"Greece","Turkey",2005,"F",0
"Hungary","Turkey",2005,"F",0
"Iceland","Turkey",2005,"F",0
"Ireland","Turkey",2005,"F",0
"Israel","Turkey",2005,"F",0
"Latvia","Turkey",2005,"F",0
"Lithuania","Turkey",2005,"F",0
"Macedonia","Turkey",2005,"F",4
"Malta","Turkey",2005,"F",0
"Moldova","Turkey",2005,"F",0
"Monaco","Turkey",2005,"F",0
"Netherlands","Turkey",2005,"F",12
"Norway","Turkey",2005,"F",0
"Poland","Turkey",2005,"F",0
"Portugal","Turkey",2005,"F",0
"Romania","Turkey",2005,"F",3
"Russia","Turkey",2005,"F",0
"Serbia and Montenegro","Turkey",2005,"F",0
"Slovenia","Turkey",2005,"F",0
"Spain","Turkey",2005,"F",0
"Sweden","Turkey",2005,"F",0
"Switzerland","Turkey",2005,"F",6
"Ukraine","Turkey",2005,"F",0
"United Kingdom","Turkey",2005,"F",1
"Albania","Moldova",2005,"F",0
"Andorra","Moldova",2005,"F",0
"Austria","Moldova",2005,"F",2
"Belarus","Moldova",2005,"F",7
"Belgium","Moldova",2005,"F",1
"Bosnia and Herzegovina","Moldova",2005,"F",4
"Bulgaria","Moldova",2005,"F",6
"Croatia","Moldova",2005,"F",1
"Cyprus","Moldova",2005,"F",2
"Denmark","Moldova",2005,"F",0
"Estonia","Moldova",2005,"F",6
"Finland","Moldova",2005,"F",0
"France","Moldova",2005,"F",2
"Germany","Moldova",2005,"F",1
"Greece","Moldova",2005,"F",7
"Hungary","Moldova",2005,"F",4
"Iceland","Moldova",2005,"F",8
"Ireland","Moldova",2005,"F",0
"Israel","Moldova",2005,"F",4
"Latvia","Moldova",2005,"F",8
"Lithuania","Moldova",2005,"F",10
"Macedonia","Moldova",2005,"F",5
"Malta","Moldova",2005,"F",2
"Monaco","Moldova",2005,"F",0
"Netherlands","Moldova",2005,"F",0
"Norway","Moldova",2005,"F",0
"Poland","Moldova",2005,"F",3
"Portugal","Moldova",2005,"F",10
"Romania","Moldova",2005,"F",12
"Russia","Moldova",2005,"F",10
"Serbia and Montenegro","Moldova",2005,"F",5
"Slovenia","Moldova",2005,"F",3
"Spain","Moldova",2005,"F",4
"Sweden","Moldova",2005,"F",0
"Switzerland","Moldova",2005,"F",0
"Turkey","Moldova",2005,"F",7
"Ukraine","Moldova",2005,"F",12
"United Kingdom","Moldova",2005,"F",2
"Andorra","Albania",2005,"F",0
"Austria","Albania",2005,"F",3
"Belarus","Albania",2005,"F",0
"Belgium","Albania",2005,"F",0
"Bosnia and Herzegovina","Albania",2005,"F",5
"Bulgaria","Albania",2005,"F",0
"Croatia","Albania",2005,"F",2
"Cyprus","Albania",2005,"F",0
"Denmark","Albania",2005,"F",0
"Estonia","Albania",2005,"F",0
"Finland","Albania",2005,"F",0
"France","Albania",2005,"F",1
"Germany","Albania",2005,"F",0
"Greece","Albania",2005,"F",10
"Hungary","Albania",2005,"F",0
"Iceland","Albania",2005,"F",0
"Ireland","Albania",2005,"F",0
"Israel","Albania",2005,"F",0
"Latvia","Albania",2005,"F",0
"Lithuania","Albania",2005,"F",0
"Macedonia","Albania",2005,"F",12
"Malta","Albania",2005,"F",0
"Moldova","Albania",2005,"F",0
"Monaco","Albania",2005,"F",0
"Netherlands","Albania",2005,"F",0
"Norway","Albania",2005,"F",0
"Poland","Albania",2005,"F",0
"Portugal","Albania",2005,"F",0
"Romania","Albania",2005,"F",0
"Russia","Albania",2005,"F",0
"Serbia and Montenegro","Albania",2005,"F",8
"Slovenia","Albania",2005,"F",0
"Spain","Albania",2005,"F",0
"Sweden","Albania",2005,"F",0
"Switzerland","Albania",2005,"F",10
"Turkey","Albania",2005,"F",2
"Ukraine","Albania",2005,"F",0
"United Kingdom","Albania",2005,"F",0
"Albania","Cyprus",2005,"F",7
"Andorra","Cyprus",2005,"F",0
"Austria","Cyprus",2005,"F",0
"Belarus","Cyprus",2005,"F",0
"Belgium","Cyprus",2005,"F",0
"Bosnia and Herzegovina","Cyprus",2005,"F",0
"Bulgaria","Cyprus",2005,"F",10
"Croatia","Cyprus",2005,"F",0
"Denmark","Cyprus",2005,"F",0
"Estonia","Cyprus",2005,"F",0
"Finland","Cyprus",2005,"F",0
"France","Cyprus",2005,"F",0
"Germany","Cyprus",2005,"F",0
"Greece","Cyprus",2005,"F",12
"Hungary","Cyprus",2005,"F",0
"Iceland","Cyprus",2005,"F",0
"Ireland","Cyprus",2005,"F",0
"Israel","Cyprus",2005,"F",0
"Latvia","Cyprus",2005,"F",0
"Lithuania","Cyprus",2005,"F",0
"Macedonia","Cyprus",2005,"F",0
"Malta","Cyprus",2005,"F",12
"Moldova","Cyprus",2005,"F",0
"Monaco","Cyprus",2005,"F",0
"Netherlands","Cyprus",2005,"F",0
"Norway","Cyprus",2005,"F",0
"Poland","Cyprus",2005,"F",0
"Portugal","Cyprus",2005,"F",0
"Romania","Cyprus",2005,"F",1
"Russia","Cyprus",2005,"F",0
"Serbia and Montenegro","Cyprus",2005,"F",1
"Slovenia","Cyprus",2005,"F",0
"Spain","Cyprus",2005,"F",0
"Sweden","Cyprus",2005,"F",0
"Switzerland","Cyprus",2005,"F",0
"Turkey","Cyprus",2005,"F",0
"Ukraine","Cyprus",2005,"F",0
"United Kingdom","Cyprus",2005,"F",3
"Albania","Spain",2005,"F",0
"Andorra","Spain",2005,"F",12
"Austria","Spain",2005,"F",0
"Belarus","Spain",2005,"F",0
"Belgium","Spain",2005,"F",0
"Bosnia and Herzegovina","Spain",2005,"F",0
"Bulgaria","Spain",2005,"F",0
"Croatia","Spain",2005,"F",0
"Cyprus","Spain",2005,"F",0
"Denmark","Spain",2005,"F",0
"Estonia","Spain",2005,"F",0
"Finland","Spain",2005,"F",0
"France","Spain",2005,"F",4
"Germany","Spain",2005,"F",0
"Greece","Spain",2005,"F",0
"Hungary","Spain",2005,"F",0
"Iceland","Spain",2005,"F",0
"Ireland","Spain",2005,"F",0
"Israel","Spain",2005,"F",0
"Latvia","Spain",2005,"F",0
"Lithuania","Spain",2005,"F",0
"Macedonia","Spain",2005,"F",0
"Malta","Spain",2005,"F",0
"Moldova","Spain",2005,"F",0
"Monaco","Spain",2005,"F",0
"Netherlands","Spain",2005,"F",0
"Norway","Spain",2005,"F",0
"Poland","Spain",2005,"F",0
"Portugal","Spain",2005,"F",8
"Romania","Spain",2005,"F",0
"Russia","Spain",2005,"F",0
"Serbia and Montenegro","Spain",2005,"F",0
"Slovenia","Spain",2005,"F",0
"Sweden","Spain",2005,"F",0
"Switzerland","Spain",2005,"F",4
"Turkey","Spain",2005,"F",0
"Ukraine","Spain",2005,"F",0
"United Kingdom","Spain",2005,"F",0
"Albania","Israel",2005,"F",3
"Andorra","Israel",2005,"F",8
"Austria","Israel",2005,"F",1
"Belarus","Israel",2005,"F",8
"Belgium","Israel",2005,"F",6
"Bosnia and Herzegovina","Israel",2005,"F",0
"Bulgaria","Israel",2005,"F",0
"Croatia","Israel",2005,"F",0
"Cyprus","Israel",2005,"F",0
"Denmark","Israel",2005,"F",5
"Estonia","Israel",2005,"F",1
"Finland","Israel",2005,"F",5
"France","Israel",2005,"F",10
"Germany","Israel",2005,"F",5
"Greece","Israel",2005,"F",0
"Hungary","Israel",2005,"F",8
"Iceland","Israel",2005,"F",0
"Ireland","Israel",2005,"F",6
"Latvia","Israel",2005,"F",2
"Lithuania","Israel",2005,"F",3
"Macedonia","Israel",2005,"F",0
"Malta","Israel",2005,"F",8
"Moldova","Israel",2005,"F",6
"Monaco","Israel",2005,"F",12
"Netherlands","Israel",2005,"F",7
"Norway","Israel",2005,"F",5
"Poland","Israel",2005,"F",0
"Portugal","Israel",2005,"F",5
"Romania","Israel",2005,"F",7
"Russia","Israel",2005,"F",8
"Serbia and Montenegro","Israel",2005,"F",0
"Slovenia","Israel",2005,"F",0
"Spain","Israel",2005,"F",6
"Sweden","Israel",2005,"F",1
"Switzerland","Israel",2005,"F",1
"Turkey","Israel",2005,"F",3
"Ukraine","Israel",2005,"F",7
"United Kingdom","Israel",2005,"F",7
"Albania","Serbia and Montenegro",2005,"F",6
"Andorra","Serbia and Montenegro",2005,"F",0
"Austria","Serbia and Montenegro",2005,"F",12
"Belarus","Serbia and Montenegro",2005,"F",3
"Belgium","Serbia and Montenegro",2005,"F",0
"Bosnia and Herzegovina","Serbia and Montenegro",2005,"F",10
"Bulgaria","Serbia and Montenegro",2005,"F",4
"Croatia","Serbia and Montenegro",2005,"F",12
"Cyprus","Serbia and Montenegro",2005,"F",10
"Denmark","Serbia and Montenegro",2005,"F",0
"Estonia","Serbia and Montenegro",2005,"F",0
"Finland","Serbia and Montenegro",2005,"F",0
"France","Serbia and Montenegro",2005,"F",6
"Germany","Serbia and Montenegro",2005,"F",3
"Greece","Serbia and Montenegro",2005,"F",6
"Hungary","Serbia and Montenegro",2005,"F",2
"Iceland","Serbia and Montenegro",2005,"F",0
"Ireland","Serbia and Montenegro",2005,"F",0
"Israel","Serbia and Montenegro",2005,"F",0
"Latvia","Serbia and Montenegro",2005,"F",1
"Lithuania","Serbia and Montenegro",2005,"F",0
"Macedonia","Serbia and Montenegro",2005,"F",10
"Malta","Serbia and Montenegro",2005,"F",0
"Moldova","Serbia and Montenegro",2005,"F",1
"Monaco","Serbia and Montenegro",2005,"F",6
"Netherlands","Serbia and Montenegro",2005,"F",4
"Norway","Serbia and Montenegro",2005,"F",0
"Poland","Serbia and Montenegro",2005,"F",0
"Portugal","Serbia and Montenegro",2005,"F",0
"Romania","Serbia and Montenegro",2005,"F",6
"Russia","Serbia and Montenegro",2005,"F",6
"Slovenia","Serbia and Montenegro",2005,"F",10
"Spain","Serbia and Montenegro",2005,"F",0
"Sweden","Serbia and Montenegro",2005,"F",4
"Switzerland","Serbia and Montenegro",2005,"F",12
"Turkey","Serbia and Montenegro",2005,"F",0
"Ukraine","Serbia and Montenegro",2005,"F",3
"United Kingdom","Serbia and Montenegro",2005,"F",0
"Albania","Denmark",2005,"F",0
"Andorra","Denmark",2005,"F",3
"Austria","Denmark",2005,"F",0
"Belarus","Denmark",2005,"F",0
"Belgium","Denmark",2005,"F",4
"Bosnia and Herzegovina","Denmark",2005,"F",0
"Bulgaria","Denmark",2005,"F",0
"Croatia","Denmark",2005,"F",0
"Cyprus","Denmark",2005,"F",0
"Estonia","Denmark",2005,"F",5
"Finland","Denmark",2005,"F",2
"France","Denmark",2005,"F",0
"Germany","Denmark",2005,"F",6
"Greece","Denmark",2005,"F",0
"Hungary","Denmark",2005,"F",6
"Iceland","Denmark",2005,"F",10
"Ireland","Denmark",2005,"F",7
"Israel","Denmark",2005,"F",3
"Latvia","Denmark",2005,"F",4
"Lithuania","Denmark",2005,"F",4
"Macedonia","Denmark",2005,"F",0
"Malta","Denmark",2005,"F",3
"Moldova","Denmark",2005,"F",0
"Monaco","Denmark",2005,"F",10
"Netherlands","Denmark",2005,"F",8
"Norway","Denmark",2005,"F",12
"Poland","Denmark",2005,"F",5
"Portugal","Denmark",2005,"F",1
"Romania","Denmark",2005,"F",4
"Russia","Denmark",2005,"F",0
"Serbia and Montenegro","Denmark",2005,"F",0
"Slovenia","Denmark",2005,"F",0
"Spain","Denmark",2005,"F",10
"Sweden","Denmark",2005,"F",10
"Switzerland","Denmark",2005,"F",0
"Turkey","Denmark",2005,"F",0
"Ukraine","Denmark",2005,"F",0
"United Kingdom","Denmark",2005,"F",8
"Albania","Sweden",2005,"F",0
"Andorra","Sweden",2005,"F",0
"Austria","Sweden",2005,"F",0
"Belarus","Sweden",2005,"F",0
"Belgium","Sweden",2005,"F",0
"Bosnia and Herzegovina","Sweden",2005,"F",0
"Bulgaria","Sweden",2005,"F",0
"Croatia","Sweden",2005,"F",0
"Cyprus","Sweden",2005,"F",0
"Denmark","Sweden",2005,"F",7
"Estonia","Sweden",2005,"F",0
"Finland","Sweden",2005,"F",6
"France","Sweden",2005,"F",0
"Germany","Sweden",2005,"F",0
"Greece","Sweden",2005,"F",0
"Hungary","Sweden",2005,"F",0
"Iceland","Sweden",2005,"F",0
"Ireland","Sweden",2005,"F",0
"Israel","Sweden",2005,"F",0
"Latvia","Sweden",2005,"F",0
"Lithuania","Sweden",2005,"F",0
"Macedonia","Sweden",2005,"F",6
"Malta","Sweden",2005,"F",0
"Moldova","Sweden",2005,"F",5
"Monaco","Sweden",2005,"F",3
"Netherlands","Sweden",2005,"F",0
"Norway","Sweden",2005,"F",1
"Poland","Sweden",2005,"F",0
"Portugal","Sweden",2005,"F",0
"Romania","Sweden",2005,"F",0
"Russia","Sweden",2005,"F",0
"Serbia and Montenegro","Sweden",2005,"F",0
"Slovenia","Sweden",2005,"F",0
"Spain","Sweden",2005,"F",2
"Switzerland","Sweden",2005,"F",0
"Turkey","Sweden",2005,"F",0
"Ukraine","Sweden",2005,"F",0
"United Kingdom","Sweden",2005,"F",0
"Albania","Macedonia",2005,"F",10
"Andorra","Macedonia",2005,"F",0
"Austria","Macedonia",2005,"F",0
"Belarus","Macedonia",2005,"F",0
"Belgium","Macedonia",2005,"F",0
"Bosnia and Herzegovina","Macedonia",2005,"F",7
"Bulgaria","Macedonia",2005,"F",7
"Croatia","Macedonia",2005,"F",8
"Cyprus","Macedonia",2005,"F",0
"Denmark","Macedonia",2005,"F",0
"Estonia","Macedonia",2005,"F",0
